ResponseID,StartDate,EndDate,Finished,isAppointer,isClaimant,isRespondent,isOutcome,isOrder,iiAppointer,iiClaimant,iiRespondent,iiOutcome,iiDamages,ConsentForm,InvestorStateSeen,isShareFeesRespondent,isClaimantReimbursesAll,isClaimantReimbursesSome,isSplitExpenses,isRespondentReimbursesSome,isRespondentReimbursesAll,isRespondentReimbursesAll2,isRespondentReimbursesSome2,isSplitExpenses2,isClaimantReimbursesSome2,isClaimantReimbursesAll2,isOpenEnded,iiShown,iiClaimantDamages,iiShareFeesRespondent,iiClaimantReimbursesAll,iiClaimantReimbursesSome,iiSplitExpenses,iiRespondentReimbursesSome,iiRespondentReimbursesAll,iiRespondentReimbursesAll2,iiRespondentReimbursesSome2,iiSplitExpenses2,iiClaimantReimbursesSome2,iiClaimantReimbursesAll2,iiOpenEnded,backgroundShown,genderMale,genderFemale,anyUS,anyCommon,anyCivil,employmentPrivate,employmentProfessor,employmentGovt,employmentOther,employmentCoded,educationCoded,educationAnswered,numArbitrations0,numArbitrations1Plus,isDisputeYes,isDisputeNo,randomizer,RowID,isReimbursement,isWinner,isAppointerSide,isReimbursementFolded,isSplit,isSome,isAll,isAny
R_3KAW5SQRGh9mxvP,10/27/2015 14:57,10/27/2015 15:13,1,Respondent,a middle income economy,a middle income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,"Without referring to the Rules, which I do not have memorized, I would be inclined to let member states share costs of arbitration equally and bear their own expenses. I would treat them differently than individual parties or companies unless there was a perceived imbalance in power between the states.",1,4002100,100,NA,NA,NA,NA,NA,0,0,1,0,0,"Without having heard the experts it is impossible to strike a compromise based on logic or facts.  Since the claimant won, I picked the claimant's # for damages. Had I heard the evidence, I would have analyzed it for weaknesses to achieve a compromise if warranted.   Having had to go to arbitration, I believe the claimant should not bear the cost of the proceeding once it prevailed.  Without seeing the agreement to arbitrate, I don't know the provisions on shifting of expenses, so I had each side bear it's own, which is a bias I acknowledge being used to the American Rule on expenses and fees.",1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,233,3,Respondent,Appointed by Winner,3,1,0,0,0
R_3JxESPYI2ozE90q,10/24/2015 4:02,10/24/2015 4:19,1,Parties,a high income economy,a middle income economy,Outside jurisdiction,1,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"Claimant brought the case before a tribunal that had no jurisdiction and, absent any factors justifying another solution, should bear the consequences.",1,2034040,-99,0,0,1,0,0,NA,NA,NA,NA,NA,"In the above hypothetical, I assume that the claim was US$ 4,002,100.00 although this is not stated as being the claim. However, the number is mentionded in connection with the damage and without claim, the AT would not be allowed to award US$ 4,002,100.00 to claimant.",1,1,0,0,0,1,1,0,0,0,Private,Doctorate,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,234,1,Respondent,Parties,5,0,0,1,1
R_3Jk0eqoYTjnkH6Z,10/28/2015 3:53,10/28/2015 4:07,1,Claimant,a high income economy,a middle income economy,Outside jurisdiction,1,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"My reply presumes that the Treaty does not provide any relevant rules and that no such rules was agreed or follow from the law of the venue. If so, I would say that costs follows the event. Here, C is lossing fully. Hence, C should carry costs and expences, including reasonable cfosts of R (I stress, reasonable!)",1,1059307,63,0,0,0,1,0,NA,NA,NA,NA,NA,"The faxcts are not enough for the response. The matter was bifurcated. Thus, C succeeded on liability. On quantum, expert should hopefully not be the only evidence avtailable; there ought to be more, and a possibility to assess not the credibility but logic of the experts. Failing that, quantum will have to follow the burden of evidence and C suffer the consequences of his failure to fully evidence the loss. / The costs/expences of liability/quantum phase should be possible to separate; R should carry the costs of the liability phasee. I have presumed, that those equates 50% of the total. As to quantum, C won only 1/4. R should carry a share responding to that. Hence R should carry abt 65% of the total. R should carry also parts of C's expences.",1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,236,1,Respondent,Appointed by Loser,5,0,0,1,1
R_3JDCE2m80vaKp17,11/10/2015 10:17,11/10/2015 10:21,1,Parties,a high income economy,a low income economy,Respondent wins,1,by the parties.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,NA,1,NA,-99,NA,NA,NA,NA,NA,0,0,1,0,0,NA,1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,237,3,Respondent,Parties,3,1,0,0,0
R_3j3DsT8OrcveNGM,10/27/2015 13:50,10/27/2015 13:58,1,Blind,a high income economy,a middle income economy,Claimant wins,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,50,0,0,1,0,0,0,0,1,0,0,"Again, unless the ICSIC provides otherwise, or the agreement between the parties provides otherwise, each side should pay its own.  It states parties and counsels behaved ethically so there is no incident of one side unduly prolonging the proceedings and their attendant expense.",1,2034040,50,NA,NA,NA,NA,NA,0,0,1,0,0,"The neutral damages evaluation should be used.  Unless there is other agreement, I do not believe that the ICC rules permit or require the sharing of the tribunal or legal expenses.",1,0,1,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,239,3,Claimant,Blind,3,1,0,0,0
R_3j2SSWXdbPC5pAv,10/24/2015 1:53,10/24/2015 2:51,1,Parties,a middle income economy,a low income economy,Claimant wins,0,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,100,0,0,0,0,1,NA,NA,NA,NA,NA,"Rules 28, 47 (1) (j) of the applicable ICSID Rules appear to give no guidance. Assuming discretion, I would be inclined to apply the ""costs follow the event"" rule, restricetd to reasonable costs. Contractual violations of Claimant, if any, might be considered as quasi contributory cause to the (over-)reaction of the Respondent. That might justify a de duction from the 100% starting point suggested by the ""costs follow the event"" rule.",1,3042893,74,NA,NA,NA,NA,NA,0,1,0,0,0,"Subject to the applicable agreements, arbitration rules and laws which might indicate otherwise, if I am free in my decision and have discretion, I would balance on the one hand the risk exposure to Respondent by the full claim (assuming for th epurposes of this survy that the amount calculated by Claimant's expert corresponds to the claim filed by the Claimant) and on the other hand the part (of ca. 26%) by which Respondent was successful. I would then combine all costs of both parties (again: resonableness assumed for this survey) and divide it  74:26.",1,1,0,0,0,1,1,0,0,0,Private,Doctorate,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,240,5,Claimant,Parties,5,0,0,1,1
R_3IYQE5FYKASsc1I,10/27/2015 18:43,10/27/2015 18:54,1,Parties,a high income economy,a middle income economy,Claimant wins,1,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,Same above reasons,1,2034040,-99,NA,NA,NA,NA,NA,0,0,1,0,0,Parties financial conditions therefore each shall bear what he could afford otherwise Arbitration may be financially not doable to less financial capabilities and will become a monopoly of the wealthy party,1,1,0,0,1,0,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,241,3,Claimant,Parties,3,1,0,0,0
R_3ivRcCHPmGvU6i0,10/23/2015 17:17,10/23/2015 17:17,0,Blind,a high income economy,a middle income economy,Respondent wins,0,.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,242,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_3isQWa3RbAq0IdK,11/12/2015 8:52,11/12/2015 9:03,1,Parties,a middle income economy,a low income economy,Claimant wins,0,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,100,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1,2034040,100,NA,NA,NA,NA,NA,0,1,0,0,0,NA,1,1,0,0,0,1,1,0,0,0,Private,Master's,1,1,0,0,1,Investor-Investor Vignette|Investor-State Vignette,244,4,Claimant,Parties,4,0,1,0,1
R_3ISI3mzaliOZ6TB,10/26/2015 4:06,10/26/2015 5:53,1,Respondent,a middle income economy,a middle income economy,Respondent wins,0,by the respondent.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,100,0,0,0,1,0,NA,NA,NA,NA,NA,"My choice is explained by the circumstances of the given case. The investor appears to have frivoulosly resorted to arbitration, after it had already received compensation from the state whereas none of the investment protection standards have been found to be breached by the state.",1,2034040,100,0,0,1,0,0,NA,NA,NA,NA,NA,"I would opt for the rule 'costs follow the event' applied in a less rigid manner . Parties from certain jurisdictions, especially accross Eurpean jurisdictions, have an expectation, when concluding an agreement to arbitrate, that the loosing party will be ""penalised"" by bearing the costs involved in the dispute resolution. However, multinational companies usually consider possible variations in the apportionment made on the costs of arbitration, especially as regars the legal costs. Therefore, in the case at hand I would have proposed the 'costs follow the event' rule for the administrative costs (administrative costs allocated proportionally to the outcome as opposed to the amount initially claimed) and each party bearing its own legal expenses. The example above does not mention the amount claimed, therefore it is not clear whether the losing party should bear 100% of the administrative costs. I would opt for this solution (i.e. more flexible approach on the legal costs) also considering that the dispute appears to be a complex one, bifurcated, with an initial phase on the merits, which indicates that it could not have been regarded from the outset by any of the parties as manifestly ungrounded and abusive. Also, the claim needed an expert evaluation. Against this background each of the parties involved legal costs to defend its legal interests and respondent should not be penalised for doing likewise.",1,NA,NA,NA,NA,NA,1,0,0,0,Private,NA,NA,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,245,4,Respondent,Appointed by Winner,2,0,0,0,0
R_3imzxxlPSHRd58X,10/28/2015 3:24,10/28/2015 4:24,1,Parties,a high income economy,a low income economy,Outside jurisdiction,1,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,35,0,0,1,0,0,0,0,1,0,0,"in a nutshell both parties made a wrong analysis/assessment of the jurisdiction issue, and none of them can be seen as the ""winner"" on the jurisdictional questions. Basically each of them should bear its costs, and pay 50% of the arbitration costs and expenses. In light of the obvious financial disparity between the parties as described in your case, I would tend to advocate in favour of a 30-40% share of the tribunal's costs to be paid by the state, instead of 50%. As far as the costs for legal services are concerned, each party should bear its costs/fees. There is no reason to deviate from the 50-50 rule, the state opened very likely a bid process before engaging its legal representative and took the decision on the basis of a budget.",1,2034000,100,NA,NA,NA,NA,NA,1,0,0,0,0,"My answers are based on the assumption that the damages calculated by the expert cover effectively the entire harm suffered by the claimant, and correspond to what the claimant has sought as an initial prayer for relief. Had the claimant claimed the payment of let's say USD 4 million and got only a portion  of it (e.g. USD 2'034'000), then I would apportion the costs, fees and expenses of the arbitration in the same proportion, so roughly 50%-50%... But if what is finally awarded corresponds to what was initially asked for, I consider that the claimant is the winner, and I apply quite strictly the ""costs follow the event"" rule.",1,1,0,0,0,1,1,0,0,0,Private,Doctorate,1,0,1,1,0,Investor-Investor Vignette|Investor-State Vignette,246,3,Respondent,Parties,3,1,0,0,0
R_3ilNMr52vmDQuRt,10/27/2015 13:01,10/27/2015 13:03,0,Respondent,a high income economy,a middle income economy,Claimant wins,1,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,247,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
R_3iJY8DBil9ue9hm,10/27/2015 12:52,10/27/2015 12:53,0,Parties,a middle income economy,a low income economy,Claimant without legal merit,1,by the parties.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,248,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_3HZh77A7LabXDTX,10/23/2015 16:00,10/23/2015 16:06,1,Claimant,a high income economy,a middle income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,NA,1,2000000,50,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,NA,1,1,0,0,0,1,1,0,0,0,Private,NA,NA,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,249,3,Respondent,Appointed by Loser,3,1,0,0,0
R_3HUrb1Mh9EhgWRc,10/28/2015 9:23,10/28/2015 9:38,1,Parties,a middle income economy,a low income economy,Claimant wins,1,by the parties.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,50,0,0,1,0,0,0,0,1,0,0,"THE USE OF AN ARBITRATION OFFICE AS PER THE ARBITRATION REGULATIONS IS TO BE SHARED 50-50 BY BOTH PARTIES. / FOR LEGAL REPRESENTATION , EACH PARTY BEARS ITS OWN EXPENSES",1,2034040,100,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,0,0,1,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,250,3,Claimant,Parties,3,1,0,0,0
R_3HUoIAzHq62P8Zx,10/24/2015 2:34,10/24/2015 2:43,1,Blind,a middle income economy,a middle income economy,Respondent wins,1,.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,0,1,0,0,0,0,0,0,1,0,Costs should follow the event of a cleat dismissal. However indemnity costs should not be awarded save in exceptional circumstances /,1,-88,100,0,0,0,1,0,NA,NA,NA,NA,NA,Indemnity costs awarded only in exceptional circumstances.,1,1,0,0,1,0,0,0,0,1,Private,Doctorate,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,251,2,Respondent,Blind,4,0,1,0,1
R_3HRGC0ZtqIj0OCr,10/26/2015 6:47,10/26/2015 6:59,1,Parties,a middle income economy,a low income economy,Claimant wins,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,100,0,0,0,0,1,NA,NA,NA,NA,NA,This most closely places the claimant in the position in which it would have been in had the respondent not committed the wrong.,1,-88,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,"Respondent should pay all costs of the liability phase. Costs of the quantum phase should depend on the outcome. The question does not give enough information for mew to say how I would decide the liability phase: this would require evaluation of the evidence of the two experts, possibly other evidence, and, no doubt, consideration of the applicable law.",1,1,0,1,1,0,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,255,5,Claimant,Parties,5,0,0,1,1
